grid_cell,disaster_type,month,grid_monthly_count
26.2_94.9,Landslide,8,1
26.2_95.8,Earthquake,5,1
26.2_96.0,Earthquake,7,1
26.2_96.2,Earthquake,6,1
26.2_96.3,Earthquake,6,1
26.3_70.6,Earthquake,11,1
26.3_73.0,Flood,5,1
26.3_73.0,Flood,8,1
26.3_80.5,Landslide,7,1
26.3_89.4,Flood,7,1
26.3_90.7,Earthquake,7,1
26.3_91.0,Flood,7,5
26.3_91.2,Landslide,10,1
26.3_91.5,Earthquake,9,1
26.3_91.8,Earthquake,5,1
26.3_91.9,Earthquake,10,1
26.3_92.2,Earthquake,9,1
26.3_92.3,Earthquake,5,1
26.3_92.8,Earthquake,2,1
26.3_92.8,Earthquake,5,1
26.3_92.9,Earthquake,10,1
26.3_93.0,Earthquake,4,1
26.3_93.0,Earthquake,10,1
26.3_93.1,Earthquake,12,1
26.3_93.2,Earthquake,9,1
26.3_93.2,Earthquake,11,1
26.3_93.5,Earthquake,12,1
26.3_94.5,Landslide,6,2
26.3_94.6,Landslide,4,1
26.3_94.6,Landslide,6,1
26.3_94.7,Landslide,8,1
26.3_95.8,Earthquake,6,1
26.3_96.0,Earthquake,11,1
26.3_96.2,Earthquake,11,1
26.3_96.4,Earthquake,1,1
26.3_96.4,Earthquake,10,1
26.4_86.1,Flood,7,1
26.4_86.2,Flood,8,1
26.4_91.3,Earthquake,3,1
26.4_91.4,Flood,7,1
26.4_92.6,Earthquake,6,1
26.4_92.6,Earthquake,11,1
26.4_92.7,Earthquake,4,1
26.4_92.7,Flood,7,2
26.4_92.8,Earthquake,10,1
26.4_92.9,Earthquake,5,1
26.4_93.0,Earthquake,4,1
26.4_93.0,Earthquake,11,2
26.4_93.1,Earthquake,8,1
26.4_93.3,Earthquake,4,1
26.4_93.4,Earthquake,2,1
26.4_93.4,Earthquake,7,1
26.4_93.5,Earthquake,11,1
26.4_93.6,Earthquake,5,1
26.4_93.6,Earthquake,11,1
26.4_93.7,Earthquake,2,1
26.4_94.6,Earthquake,11,1
26.4_94.9,Landslide,6,1
26.4_94.9,Landslide,8,1
26.4_95.0,Landslide,8,1
26.4_95.2,Earthquake,11,1
26.4_95.8,Earthquake,3,1
26.4_95.9,Earthquake,1,1
26.4_96.2,Earthquake,4,1
26.4_96.2,Earthquake,6,1
26.4_96.2,Earthquake,12,1
26.4_96.3,Earthquake,8,1
26.5_80.3,Flood,5,1
26.5_80.3,Flood,7,1
26.5_84.4,Flood,5,1
26.5_84.4,Flood,7,1
26.5_88.7,Flood,7,3
26.5_90.0,Earthquake,10,1
26.5_90.6,Earthquake,2,1
26.5_90.6,Flood,7,3
26.5_91.1,Earthquake,5,1
26.5_91.7,Landslide,1,1
26.5_92.2,Earthquake,7,1
26.5_92.4,Earthquake,8,1
26.5_92.4,Earthquake,10,1
26.5_92.7,Earthquake,1,1
26.5_92.9,Earthquake,5,1
26.5_93.0,Earthquake,3,2
26.5_93.1,Earthquake,6,1
26.5_93.4,Earthquake,11,1
26.5_94.0,Flood,7,3
26.5_95.4,Earthquake,3,1
26.5_96.2,Earthquake,4,1
26.5_96.2,Earthquake,5,1
26.5_96.2,Earthquake,6,1
26.5_96.3,Earthquake,1,1
26.5_96.3,Earthquake,8,1
26.5_96.4,Earthquake,1,1
26.5_96.4,Earthquake,11,1
26.5_96.5,Earthquake,5,1
26.5_96.6,Earthquake,2,1
26.5_96.7,Earthquake,8,1
26.5_97.0,Earthquake,10,1
26.6_84.7,Earthquake,5,1
26.6_85.5,Flood,7,1
26.6_89.6,Earthquake,12,1
26.6_90.2,Earthquake,5,1
26.6_90.4,Earthquake,6,1
26.6_92.2,Flood,8,2
26.6_92.4,Earthquake,5,1
26.6_92.4,Flood,6,2
26.6_92.5,Earthquake,8,2
26.6_92.6,Earthquake,8,1
26.6_92.6,Earthquake,12,1
26.6_92.7,Earthquake,9,1
26.6_93.0,Landslide,7,1
26.6_93.2,Earthquake,6,1
26.6_93.4,Flood,7,1
26.6_94.0,Flood,5,2
26.6_95.5,Earthquake,5,1
26.6_96.2,Earthquake,9,1
26.6_96.4,Earthquake,11,1
26.6_96.5,Earthquake,4,1
26.6_96.7,Earthquake,2,1
26.7_88.4,Landslide,6,1
26.7_88.4,Landslide,8,1
26.7_89.4,Earthquake,7,1
26.7_90.6,Earthquake,7,1
26.7_91.9,Earthquake,3,1
26.7_92.5,Earthquake,8,1
26.7_92.6,Earthquake,11,1
26.7_94.0,Earthquake,11,1
26.7_94.7,Landslide,11,1
26.7_95.0,Landslide,1,1
26.7_95.0,Landslide,4,1
26.7_95.0,Landslide,6,1
26.7_95.0,Landslide,7,1
26.7_95.2,Earthquake,4,1
26.7_96.5,Earthquake,1,1
26.7_96.5,Earthquake,3,1
26.7_96.7,Earthquake,10,1
26.7_96.8,Earthquake,6,1
26.7_96.8,Earthquake,9,1
26.8_81.0,Flood,5,1
26.8_81.0,Flood,7,1
26.8_81.0,Flood,8,1
26.8_82.1,Flood,7,1
26.8_83.4,Flood,7,3
26.8_84.9,Flood,7,1
26.8_88.2,Landslide,1,1
26.8_88.3,Landslide,6,2
26.8_88.3,Landslide,9,1
26.8_88.4,Landslide,8,1
26.8_88.5,Landslide,6,1
26.8_91.9,Earthquake,3,1
26.8_92.2,Earthquake,3,1
26.8_92.8,Earthquake,4,1
26.8_93.3,Earthquake,5,1
26.8_94.2,Flood,7,5
26.8_96.7,Earthquake,9,1
26.9_70.9,Flood,5,1
26.9_75.8,Landslide,5,1
26.9_76.2,Earthquake,12,1
26.9_88.2,Landslide,6,1
26.9_88.2,Landslide,7,1
26.9_88.2,Landslide,8,1
26.9_88.2,Landslide,12,1
26.9_88.3,Landslide,1,2
26.9_88.3,Landslide,2,1
26.9_88.3,Landslide,3,1
26.9_88.3,Landslide,4,1
26.9_88.3,Landslide,5,1
26.9_88.3,Landslide,6,3
26.9_88.3,Landslide,7,6
26.9_88.3,Landslide,8,3
26.9_88.3,Landslide,9,1
26.9_88.3,Landslide,10,1
26.9_88.4,Landslide,8,1
26.9_88.4,Landslide,10,1
26.9_88.4,Landslide,11,1
26.9_88.5,Landslide,4,1
26.9_88.5,Landslide,6,1
26.9_88.5,Landslide,7,1
26.9_88.5,Landslide,12,1
26.9_92.4,Earthquake,5,1
26.9_92.5,Earthquake,6,1
26.9_92.6,Earthquake,7,1
26.9_92.6,Earthquake,12,1
26.9_92.9,Earthquake,10,1
26.9_94.9,Landslide,8,1
26.9_95.0,Landslide,7,1
26.9_96.1,Earthquake,12,1
26.9_96.8,Earthquake,10,1
27.0_78.1,Landslide,12,1
27.0_87.3,Landslide,11,1
27.0_88.2,Earthquake,9,1
27.0_88.2,Landslide,1,1
27.0_88.2,Landslide,6,2
27.0_88.3,Landslide,5,3
27.0_88.3,Landslide,6,2
27.0_88.3,Landslide,7,5
27.0_88.3,Landslide,8,2
27.0_88.4,Landslide,6,1
27.0_88.4,Landslide,7,1
27.0_88.4,Landslide,8,2
27.0_88.4,Landslide,9,1
27.0_92.1,Earthquake,7,1
27.0_92.2,Earthquake,6,1
27.0_92.5,Earthquake,9,1
27.0_92.6,Earthquake,2,1
27.0_92.6,Landslide,1,1
27.0_93.7,Landslide,10,1
27.0_94.2,Flood,7,2
27.0_95.5,Landslide,6,1
27.0_96.6,Earthquake,1,1
27.1_70.7,Earthquake,4,1
27.1_71.8,Earthquake,5,1
27.1_88.1,Landslide,7,2
27.1_88.2,Landslide,8,1
27.1_88.3,Landslide,5,1
27.1_88.3,Landslide,9,1
27.1_88.4,Landslide,7,3
27.1_88.4,Landslide,8,1
27.1_88.5,Landslide,1,1
27.1_88.5,Landslide,6,3
27.1_88.5,Landslide,7,5
27.1_88.5,Landslide,8,2
27.1_88.5,Landslide,9,2
27.1_88.7,Landslide,6,1
27.1_92.0,Earthquake,8,1
27.1_92.2,Earthquake,8,1
27.1_92.3,Earthquake,7,1
27.1_92.4,Earthquake,9,1
27.1_93.6,Landslide,6,1
27.1_93.6,Landslide,7,3
27.1_93.6,Landslide,8,1
27.1_93.7,Landslide,5,1
27.1_93.7,Landslide,7,2
27.1_93.8,Landslide,1,1
27.1_93.8,Landslide,9,1
27.1_94.0,Flood,6,3
27.1_95.7,Earthquake,5,1
27.1_96.7,Earthquake,9,1
27.1_96.8,Earthquake,2,1
27.1_97.0,Earthquake,3,1
27.2_75.7,Earthquake,8,1
27.2_78.0,Flood,5,1
27.2_87.9,Earthquake,6,1
27.2_88.2,Earthquake,2,1
27.2_88.2,Earthquake,11,1
27.2_88.2,Earthquake,12,1
27.2_88.3,Earthquake,3,1
27.2_88.3,Earthquake,9,1
27.2_88.4,Landslide,7,1
27.2_88.4,Landslide,8,1
27.2_88.4,Landslide,9,3
27.2_88.4,Landslide,10,1
27.2_88.5,Landslide,1,1
27.2_88.5,Landslide,7,1
27.2_88.5,Landslide,8,2
27.2_88.5,Landslide,10,1
27.2_88.5,Landslide,11,1
27.2_88.6,Earthquake,12,1
27.2_88.6,Landslide,7,1
27.2_88.6,Landslide,8,1
27.2_88.6,Landslide,9,1
27.2_92.0,Earthquake,1,1
27.2_92.1,Earthquake,2,1
27.2_92.4,Earthquake,3,1
27.2_92.4,Earthquake,10,1
27.2_92.8,Earthquake,8,1
27.2_93.8,Landslide,2,1
27.2_94.0,Landslide,8,1
27.2_94.1,Flood,7,4
27.2_94.1,Landslide,6,1
27.2_94.1,Landslide,10,1
27.2_95.8,Landslide,6,1
27.2_96.8,Earthquake,9,1
27.3_76.8,Earthquake,11,1
27.3_84.7,Earthquake,5,1
27.3_87.9,Earthquake,4,1
27.3_87.9,Earthquake,5,1
27.3_88.0,Earthquake,5,1
27.3_88.1,Earthquake,5,1
27.3_88.1,Earthquake,6,1
27.3_88.1,Landslide,8,1
27.3_88.2,Landslide,1,1
27.3_88.3,Landslide,6,1
27.3_88.3,Landslide,9,1
27.3_88.3,Landslide,12,1
27.3_88.4,Earthquake,10,1
27.3_88.6,Earthquake,9,1
27.3_88.6,Landslide,4,2
27.3_88.6,Landslide,5,1
27.3_88.6,Landslide,6,1
27.3_88.6,Landslide,7,3
27.3_88.6,Landslide,8,2
27.3_88.6,Landslide,9,1
27.3_88.6,Landslide,10,1
27.3_88.8,Earthquake,10,1
27.3_91.9,Earthquake,11,1
27.3_92.0,Earthquake,12,1
27.3_92.1,Earthquake,4,1
27.3_92.1,Earthquake,11,1
27.3_92.1,Earthquake,12,1
27.3_92.2,Earthquake,4,1
27.3_92.8,Earthquake,5,1
27.3_92.9,Earthquake,8,1
27.3_92.9,Landslide,7,1
27.3_93.8,Landslide,7,1
27.4_75.5,Earthquake,9,1
27.4_87.7,Earthquake,9,1
27.4_87.8,Earthquake,2,1
27.4_87.9,Earthquake,8,1
27.4_88.1,Earthquake,12,1
27.4_88.3,Earthquake,3,1
27.4_88.4,Earthquake,2,1
27.4_88.5,Earthquake,9,1
27.4_88.6,Earthquake,9,1
27.4_88.6,Landslide,5,1
27.4_88.6,Landslide,7,1
27.4_88.6,Landslide,11,1
27.4_88.7,Landslide,4,1
27.4_88.7,Landslide,7,1
27.4_88.7,Landslide,8,1
27.4_88.8,Landslide,6,1
27.4_88.8,Landslide,8,1
27.4_92.0,Earthquake,7,1
27.4_92.3,Landslide,12,1
27.4_92.4,Earthquake,7,1
27.4_92.4,Landslide,10,1
27.4_92.5,Earthquake,1,1
27.4_93.0,Landslide,7,1
27.4_94.1,Earthquake,7,1
27.4_94.9,Flood,6,1
27.4_95.4,Earthquake,5,1
27.4_96.8,Earthquake,2,1
27.5_88.0,Earthquake,6,1
27.5_88.4,Landslide,6,1
27.5_88.5,Landslide,1,1
27.5_88.6,Landslide,9,1
27.5_92.6,Earthquake,4,1
27.5_92.6,Earthquake,6,1
27.5_92.6,Earthquake,9,1
27.5_92.7,Earthquake,1,1
27.5_93.0,Landslide,8,1
27.5_94.6,Flood,7,3
27.5_94.9,Flood,7,3
27.5_95.4,Flood,7,1
27.5_96.3,Earthquake,9,1
27.5_96.8,Earthquake,11,1
27.5_97.0,Earthquake,2,1
27.6_80.1,Landslide,7,1
27.6_81.5,Flood,8,1
27.6_81.6,Flood,7,1
27.6_81.9,Flood,7,1
27.6_88.6,Landslide,7,1
27.6_88.6,Landslide,8,1
27.6_88.7,Landslide,5,1
27.6_91.8,Earthquake,8,1
27.6_91.9,Landslide,4,1
27.6_91.9,Landslide,7,1
27.6_91.9,Landslide,11,1
27.6_92.0,Landslide,5,1
27.6_92.4,Earthquake,2,1
27.6_92.4,Earthquake,3,1
27.6_92.5,Earthquake,1,1
27.6_92.6,Earthquake,8,1
27.6_92.6,Earthquake,9,1
27.6_92.6,Earthquake,11,1
27.6_92.7,Earthquake,2,1
27.6_92.8,Earthquake,5,1
27.6_92.8,Earthquake,11,1
27.6_92.9,Earthquake,11,1
27.6_93.9,Landslide,12,1
27.6_95.3,Flood,7,4
27.6_96.8,Earthquake,11,1
27.7_75.8,Earthquake,5,1
27.7_88.6,Landslide,3,1
27.7_88.6,Landslide,8,1
27.7_88.6,Landslide,9,1
27.7_92.2,Earthquake,12,1
27.7_92.7,Earthquake,7,1
27.7_92.8,Earthquake,1,1
27.7_92.8,Landslide,12,1
27.7_92.9,Earthquake,9,1
27.7_93.2,Earthquake,10,1
27.8_77.6,Earthquake,10,1
27.8_88.2,Earthquake,6,1
27.8_88.6,Landslide,7,1
27.8_88.6,Landslide,9,1
27.8_91.8,Earthquake,10,1
27.8_92.8,Earthquake,9,1
27.8_92.9,Earthquake,9,1
27.8_95.2,Landslide,9,1
27.8_96.7,Earthquake,6,1
27.9_88.1,Earthquake,12,1
27.9_88.5,Landslide,7,2
27.9_88.5,Landslide,9,1
27.9_91.8,Earthquake,3,1
27.9_93.1,Landslide,1,1
27.9_93.3,Landslide,2,1
27.9_93.8,Earthquake,6,1
27.9_94.2,Landslide,1,1
27.9_96.2,Landslide,4,1
27.9_96.2,Landslide,8,1
27.9_96.9,Landslide,8,1
28.0_73.3,Flood,5,1
28.0_73.3,Flood,12,1
28.0_76.7,Earthquake,11,1
28.0_91.9,Earthquake,7,1
28.0_92.6,Earthquake,6,1
28.0_94.5,Earthquake,1,1
28.0_96.4,Earthquake,4,1
28.1_92.0,Earthquake,9,1
28.1_95.2,Landslide,2,1
28.1_95.3,Flood,7,1
28.1_96.5,Landslide,1,1
28.1_96.5,Landslide,3,1
28.2_88.2,Earthquake,1,1
28.2_88.2,Earthquake,12,1
28.2_93.3,Earthquake,6,1
28.2_93.4,Earthquake,1,1
28.2_94.2,Earthquake,1,1
28.2_94.8,Landslide,8,1
28.2_94.9,Landslide,7,1
28.2_95.0,Landslide,7,1
28.2_96.2,Landslide,7,1
28.3_91.8,Earthquake,10,1
28.3_92.2,Earthquake,6,1
28.3_94.2,Earthquake,2,1
28.3_94.7,Earthquake,6,1
28.3_95.4,Landslide,3,1
28.3_95.4,Landslide,9,1
28.4_91.9,Earthquake,6,1
28.4_92.7,Earthquake,9,1
28.4_92.9,Earthquake,10,1
28.4_95.2,Earthquake,6,1
28.4_95.9,Landslide,5,1
28.4_96.5,Earthquake,9,1
28.5_78.2,Earthquake,3,1
28.5_80.9,Flood,7,1
28.5_94.0,Earthquake,6,1
28.5_94.2,Earthquake,11,1
28.5_95.9,Landslide,8,1
28.6_77.1,Earthquake,11,1
28.6_77.2,Flood,7,1
28.6_77.2,Landslide,1,1
28.6_77.3,Landslide,12,1
28.6_77.4,Landslide,5,1
28.6_91.9,Earthquake,2,1
28.6_94.9,Earthquake,9,1
28.6_95.0,Landslide,2,1
28.6_95.1,Earthquake,11,1
28.6_96.4,Earthquake,4,1
28.6_96.4,Earthquake,6,1
28.7_76.7,Earthquake,6,1
28.7_77.2,Earthquake,9,1
28.7_77.2,Landslide,8,1
28.7_93.7,Earthquake,1,1
28.7_95.0,Earthquake,9,1
28.7_95.4,Earthquake,4,1
28.7_95.9,Earthquake,5,1
28.8_76.6,Earthquake,3,1
28.8_76.6,Earthquake,9,1
28.8_77.2,Landslide,5,1
28.8_94.4,Earthquake,8,1
28.8_95.8,Earthquake,7,1
28.8_95.9,Earthquake,2,1
28.8_95.9,Earthquake,10,1
28.8_95.9,Earthquake,11,1
28.8_96.1,Earthquake,5,1
28.8_96.1,Earthquake,7,1
28.8_96.2,Landslide,2,1
28.8_96.2,Landslide,7,1
28.9_77.2,Earthquake,9,1
28.9_78.4,Earthquake,4,1
28.9_79.6,Landslide,12,1
28.9_94.4,Earthquake,10,1
28.9_94.5,Earthquake,4,1
28.9_94.6,Earthquake,6,1
28.9_94.9,Earthquake,9,1
28.9_95.0,Earthquake,6,1
28.9_95.2,Earthquake,4,1
28.9_95.3,Earthquake,4,1
28.9_95.3,Landslide,6,1
28.9_95.9,Earthquake,11,1
28.9_96.0,Earthquake,11,1
28.9_96.9,Earthquake,9,1
29.0_76.6,Earthquake,5,1
29.0_94.7,Earthquake,12,1
29.0_94.9,Landslide,5,1
29.1_76.8,Earthquake,11,1
29.1_94.7,Earthquake,7,1
29.1_95.3,Earthquake,3,1
29.1_95.9,Earthquake,3,1
29.1_95.9,Earthquake,7,1
29.1_96.0,Earthquake,1,1
29.2_76.7,Earthquake,5,1
29.2_77.2,Earthquake,7,1
29.2_79.1,Landslide,7,1
29.2_79.5,Landslide,9,1
29.3_76.9,Earthquake,3,1
29.3_80.1,Landslide,7,2
29.3_80.3,Earthquake,5,1
29.3_80.3,Earthquake,6,1
29.3_95.3,Earthquake,12,1
29.3_96.3,Earthquake,7,1
29.3_96.6,Earthquake,6,1
29.3_96.8,Earthquake,5,1
29.4_79.5,Flood,7,1
29.4_79.5,Landslide,6,1
29.4_79.5,Landslide,7,1
29.4_79.5,Landslide,9,1
29.4_79.5,Landslide,10,1
29.4_79.5,Landslide,12,2
29.4_79.6,Landslide,7,1
29.4_80.1,Landslide,7,1
29.4_80.1,Landslide,8,1
29.4_94.9,Earthquake,3,1
29.4_95.4,Earthquake,8,1
29.4_95.5,Earthquake,11,1
29.5_79.3,Landslide,9,1
29.5_80.3,Earthquake,9,1
29.6_79.5,Landslide,9,2
29.6_79.7,Landslide,6,1
29.6_79.7,Landslide,7,4
29.6_79.9,Landslide,6,1
29.6_80.2,Landslide,4,2
29.6_80.2,Landslide,5,1
29.6_80.2,Landslide,6,1
29.6_80.2,Landslide,7,7
29.6_80.2,Landslide,8,1
29.6_80.4,Landslide,5,1
29.7_78.6,Landslide,1,1
29.7_79.6,Landslide,7,1
29.7_79.8,Earthquake,9,1
29.8_79.8,Landslide,9,1
29.8_80.1,Landslide,9,1
29.8_80.3,Landslide,6,1
29.8_80.4,Landslide,6,1
29.8_80.5,Earthquake,1,1
29.9_77.2,Earthquake,11,1
29.9_78.2,Flood,6,1
29.9_78.2,Landslide,12,1
29.9_79.4,Landslide,10,1
29.9_80.0,Earthquake,10,1
29.9_80.1,Earthquake,8,1
29.9_80.4,Earthquake,6,1
29.9_80.4,Earthquake,7,1
29.9_80.6,Landslide,4,1
30.0_76.2,Earthquake,2,1
30.0_78.2,Landslide,7,2
30.0_78.2,Landslide,8,1
30.0_78.6,Landslide,6,1
30.0_78.6,Landslide,7,1
30.0_79.5,Earthquake,5,1
30.0_79.8,Earthquake,10,1
30.0_79.9,Landslide,8,1
30.0_80.0,Earthquake,3,1
30.0_80.0,Earthquake,4,1
30.0_80.0,Earthquake,8,1
30.0_80.2,Landslide,7,1
30.0_80.4,Earthquake,9,1
30.0_80.6,Earthquake,12,1
30.1_78.3,Landslide,5,1
30.1_78.3,Landslide,11,1
30.1_78.4,Landslide,3,1
30.1_78.4,Landslide,9,1
30.1_78.6,Landslide,9,1
30.1_78.7,Landslide,8,1
30.1_78.8,Landslide,7,1
30.1_78.9,Earthquake,6,1
30.1_79.0,Landslide,6,1
30.1_79.3,Earthquake,5,1
30.1_79.7,Earthquake,4,1
30.1_80.0,Earthquake,2,1
30.1_80.0,Earthquake,5,1
30.1_80.0,Earthquake,8,2
30.1_80.2,Landslide,4,1
30.1_80.2,Landslide,7,2
30.2_77.9,Landslide,9,1
30.2_78.1,Landslide,7,1
30.2_78.3,Landslide,7,1
30.2_78.4,Landslide,8,1
30.2_78.8,Landslide,6,1
30.2_78.9,Landslide,6,2
30.2_78.9,Landslide,7,2
30.2_78.9,Landslide,11,1
30.2_79.2,Landslide,7,1
30.2_79.3,Earthquake,3,1
30.2_79.3,Earthquake,4,1
30.2_80.2,Earthquake,1,1
30.2_80.2,Landslide,8,4
30.2_80.9,Landslide,4,1
30.3_78.0,Landslide,6,2
30.3_78.1,Landslide,5,1
30.3_78.3,Earthquake,5,1
30.3_78.3,Landslide,10,1
30.3_78.5,Landslide,7,1
30.3_78.9,Landslide,6,1
30.3_79.0,Landslide,3,1
30.3_79.0,Landslide,7,6
30.3_79.0,Landslide,8,3
30.3_79.0,Landslide,9,1
30.3_79.1,Earthquake,12,1
30.3_79.2,Landslide,7,4
30.3_79.3,Earthquake,4,1
30.3_79.3,Earthquake,5,1
30.3_79.3,Landslide,6,1
30.3_79.3,Landslide,7,1
30.3_79.4,Landslide,7,1
30.3_80.3,Earthquake,7,1
30.3_80.3,Earthquake,9,1
30.3_80.4,Earthquake,5,1
30.3_80.5,Earthquake,2,1
30.4_77.1,Landslide,8,1
30.4_78.1,Landslide,7,2
30.4_78.1,Landslide,8,1
30.4_78.1,Landslide,9,1
30.4_78.3,Landslide,7,1
30.4_78.5,Earthquake,10,1
30.4_78.5,Flood,7,1
30.4_78.5,Landslide,2,1
30.4_78.5,Landslide,6,1
30.4_78.5,Landslide,7,4
30.4_78.5,Landslide,11,1
30.4_78.6,Earthquake,9,1
30.4_78.8,Landslide,8,1
30.4_79.0,Earthquake,3,1
30.4_79.0,Landslide,3,1
30.4_79.1,Earthquake,5,1
30.4_79.1,Landslide,6,1
30.4_79.2,Earthquake,7,1
30.4_79.2,Earthquake,9,1
30.4_79.2,Earthquake,11,1
30.4_79.2,Landslide,10,1
30.4_79.3,Flood,7,1
30.4_79.3,Landslide,3,1
30.4_79.3,Landslide,5,1
30.4_79.3,Landslide,7,11
30.4_79.3,Landslide,8,2
30.4_79.5,Earthquake,3,1
30.4_79.5,Earthquake,4,1
30.4_79.7,Earthquake,12,1
30.4_79.7,Landslide,8,1
30.4_80.3,Earthquake,8,1
30.4_80.5,Earthquake,3,1
30.5_78.0,Landslide,5,1
30.5_78.1,Landslide,7,3
30.5_78.3,Landslide,5,1
30.5_78.4,Landslide,6,2
30.5_78.4,Landslide,9,1
30.5_78.5,Earthquake,3,1
30.5_78.8,Landslide,7,1
30.5_79.1,Landslide,6,1
30.5_79.1,Landslide,10,1
30.5_79.1,Landslide,11,1
30.5_79.2,Earthquake,8,1
30.5_79.2,Landslide,2,1
30.5_79.3,Earthquake,5,1
30.5_79.3,Earthquake,6,1
30.5_79.3,Earthquake,12,1
30.5_79.4,Earthquake,1,1
30.5_79.4,Earthquake,3,1
30.5_79.4,Earthquake,4,1
30.5_79.4,Landslide,4,1
30.5_79.4,Landslide,7,1
30.5_79.5,Landslide,7,1
30.6_77.3,Landslide,7,1
30.6_77.3,Landslide,9,1
30.6_77.5,Landslide,7,1
30.6_77.7,Landslide,6,1
30.6_78.3,Landslide,6,1
30.6_78.3,Landslide,8,3
30.6_78.3,Landslide,9,1
30.6_79.0,Landslide,7,1
30.6_79.3,Earthquake,2,1
30.6_79.3,Earthquake,6,1
30.6_79.3,Earthquake,10,1
30.6_79.5,Earthquake,3,1
30.6_79.5,Landslide,8,1
30.6_79.5,Landslide,9,1
30.6_79.6,Landslide,4,2
30.6_79.6,Landslide,7,1
30.6_79.8,Earthquake,8,1
30.6_79.8,Landslide,3,1
30.7_77.0,Landslide,4,1
30.7_77.0,Landslide,11,1
30.7_77.1,Landslide,9,1
30.7_77.2,Landslide,9,1
30.7_77.3,Landslide,8,1
30.7_77.4,Landslide,6,1
30.7_77.4,Landslide,7,2
30.7_77.9,Landslide,5,1
30.7_78.1,Landslide,8,1
30.7_78.3,Earthquake,9,1
30.7_78.3,Landslide,7,1
30.7_78.3,Landslide,9,1
30.7_78.4,Landslide,7,10
30.7_78.4,Landslide,8,2
30.7_78.4,Landslide,9,2
30.7_78.4,Landslide,10,2
30.7_78.4,Landslide,12,1
30.7_78.5,Landslide,7,1
30.7_78.5,Landslide,8,1
30.7_78.5,Landslide,12,1
30.7_78.6,Landslide,8,1
30.7_78.7,Earthquake,10,1
30.7_78.8,Earthquake,3,1
30.7_78.9,Earthquake,2,1
30.7_79.0,Landslide,6,2
30.7_79.0,Landslide,8,1
30.7_79.0,Landslide,11,1
30.7_79.1,Earthquake,3,1
30.7_79.1,Flood,6,1
30.7_79.1,Landslide,6,3
30.7_79.1,Landslide,7,2
30.7_79.1,Landslide,9,1
30.7_79.2,Earthquake,11,1
30.7_79.5,Landslide,4,1
30.7_79.5,Landslide,8,2
30.7_79.5,Landslide,9,1
30.7_79.6,Landslide,8,2
30.7_80.4,Earthquake,11,1
30.8_78.2,Landslide,6,1
30.8_78.6,Landslide,4,1
30.8_78.6,Landslide,7,3
30.8_78.6,Landslide,8,3
30.8_78.6,Landslide,9,1
30.8_78.8,Landslide,6,1
30.8_79.4,Landslide,9,1
30.8_79.5,Landslide,9,1
30.9_76.8,Landslide,3,1
30.9_77.0,Landslide,8,2
30.9_77.0,Landslide,9,1
30.9_77.1,Landslide,2,1
30.9_77.1,Landslide,3,1
30.9_77.1,Landslide,7,2
30.9_77.1,Landslide,8,2
30.9_77.1,Landslide,9,2
30.9_77.1,Landslide,12,1
30.9_77.5,Landslide,9,1
30.9_78.1,Landslide,7,1
30.9_78.2,Earthquake,7,1
30.9_78.3,Landslide,4,1
30.9_78.3,Landslide,5,1
30.9_78.3,Landslide,8,1
30.9_78.4,Earthquake,11,1
30.9_78.5,Earthquake,8,1
30.9_78.5,Landslide,7,2
30.9_78.6,Earthquake,8,1
30.9_78.7,Earthquake,8,1
30.9_78.7,Landslide,6,1
30.9_78.7,Landslide,8,1
30.9_78.8,Landslide,9,1
30.9_79.1,Earthquake,9,1
30.9_79.5,Landslide,9,1
31.0_77.1,Landslide,8,2
31.0_77.1,Landslide,9,2
31.0_77.1,Landslide,10,1
31.0_77.2,Landslide,4,1
31.0_77.5,Landslide,9,1
31.0_77.7,Earthquake,9,1
31.0_78.1,Earthquake,2,1
31.0_78.1,Earthquake,9,1
31.0_78.2,Earthquake,4,1
31.0_78.3,Earthquake,2,2
31.0_78.4,Landslide,7,1
31.0_78.4,Landslide,8,1
31.0_78.4,Landslide,9,1
31.0_78.5,Landslide,8,1
31.0_78.7,Landslide,8,1
31.0_78.9,Landslide,1,1
31.0_79.0,Earthquake,8,1
31.1_77.1,Landslide,2,1
31.1_77.1,Landslide,7,1
31.1_77.1,Landslide,8,1
31.1_77.2,Landslide,5,1
31.1_77.2,Landslide,7,6
31.1_77.2,Landslide,8,1
31.1_77.2,Landslide,9,2
31.1_77.2,Landslide,12,2
31.1_77.4,Landslide,7,3
31.1_77.5,Landslide,9,1
31.1_77.8,Earthquake,5,1
31.1_78.1,Landslide,8,1
31.1_78.6,Earthquake,10,1
31.2_74.5,Earthquake,1,1
31.2_76.7,Earthquake,8,1
31.2_77.2,Landslide,3,1
31.2_77.7,Landslide,6,1
31.2_77.7,Landslide,9,1
31.2_77.8,Earthquake,8,1
31.2_77.8,Earthquake,9,1
31.2_77.9,Earthquake,9,1
31.2_77.9,Landslide,7,1
31.2_80.3,Earthquake,1,1
31.2_80.4,Earthquake,2,1
31.3_76.8,Landslide,11,1
31.3_77.0,Earthquake,8,1
31.3_77.3,Earthquake,11,1
31.3_77.5,Landslide,6,1
31.3_80.2,Earthquake,8,1
31.4_77.4,Landslide,9,1
31.4_77.8,Earthquake,2,1
31.4_77.9,Landslide,9,1
