grid_cell,disaster_type,month,grid_monthly_count
17.2_80.2,Flood,8,2
17.2_82.6,Cyclone,9,1
17.2_82.8,Cyclone,9,1
17.2_84.1,Cyclone,9,1
17.3_73.5,Landslide,1,1
17.3_73.9,Earthquake,1,1
17.3_73.9,Earthquake,12,1
17.3_75.7,Flood,8,2
17.3_76.8,Flood,8,2
17.3_82.0,Flood,8,2
17.3_82.8,Cyclone,10,1
17.3_83.9,Cyclone,6,1
17.4_73.5,Landslide,8,1
17.4_73.8,Earthquake,9,1
17.4_73.9,Earthquake,9,1
17.4_74.0,Earthquake,10,1
17.4_74.1,Earthquake,8,1
17.4_77.5,Earthquake,10,1
17.4_78.5,Flood,8,1
17.4_78.5,Landslide,8,1
17.4_83.1,Cyclone,1,1
17.4_83.2,Cyclone,6,1
17.4_83.6,Cyclone,9,1
17.4_94.5,Cyclone,5,1
17.5_74.1,Earthquake,3,1
17.5_78.5,Landslide,10,1
17.5_83.1,Cyclone,1,1
17.5_84.5,Cyclone,10,1
17.5_94.5,Cyclone,4,1
17.6_73.2,Landslide,6,1
17.6_73.7,Earthquake,11,1
17.6_73.8,Earthquake,3,1
17.6_74.2,Earthquake,7,1
17.6_83.4,Cyclone,10,1
17.6_83.5,Cyclone,11,1
17.6_84.4,Cyclone,11,1
17.7_75.9,Flood,7,1
17.7_80.9,Flood,8,2
17.7_83.2,Landslide,2,1
17.7_83.3,Cyclone,1,1
17.7_83.3,Cyclone,4,1
17.7_83.3,Cyclone,5,1
17.7_83.3,Cyclone,9,1
17.7_83.3,Cyclone,10,2
17.7_83.3,Cyclone,11,1
17.7_83.3,Landslide,12,1
17.7_83.4,Cyclone,9,1
17.7_83.5,Cyclone,10,2
17.8_72.8,Cyclone,6,1
17.8_72.8,Cyclone,10,1
17.8_83.6,Cyclone,6,1
17.8_83.7,Cyclone,9,1
17.8_83.9,Cyclone,9,1
17.8_84.1,Cyclone,10,1
17.8_84.3,Cyclone,11,1
17.8_84.5,Cyclone,6,1
17.8_86.5,Earthquake,12,1
17.9_72.7,Cyclone,11,1
17.9_73.3,Landslide,6,1
17.9_73.4,Landslide,4,1
17.9_76.4,Earthquake,10,1
17.9_76.6,Earthquake,9,1
17.9_77.5,Flood,8,1
17.9_83.5,Cyclone,9,1
17.9_83.9,Cyclone,10,1
17.9_84.5,Cyclone,10,1
18.0_76.5,Earthquake,6,1
18.0_79.6,Flood,5,1
18.0_79.6,Flood,8,1
18.0_83.6,Cyclone,9,1
18.0_83.8,Cyclone,6,1
18.0_83.9,Cyclone,9,1
18.0_83.9,Cyclone,10,2
18.0_84.0,Cyclone,9,1
18.0_84.1,Cyclone,9,1
18.0_84.5,Cyclone,8,1
18.0_84.9,Cyclone,11,1
18.0_94.2,Cyclone,5,1
18.1_76.4,Earthquake,9,1
18.1_76.5,Earthquake,11,1
18.1_76.5,Earthquake,12,1
18.1_76.9,Earthquake,10,1
18.1_81.5,Flood,8,3
18.1_83.4,Cyclone,10,1
18.1_83.9,Cyclone,6,1
18.1_84.2,Cyclone,7,1
18.1_84.2,Cyclone,11,1
18.1_84.5,Cyclone,10,1
18.1_84.6,Cyclone,9,1
18.2_73.4,Landslide,6,1
18.2_76.0,Landslide,9,1
18.2_76.7,Earthquake,9,1
18.2_84.0,Cyclone,8,1
18.2_84.0,Cyclone,9,2
18.2_84.2,Cyclone,10,1
18.2_84.3,Cyclone,8,1
18.2_84.6,Cyclone,9,1
18.2_84.9,Cyclone,8,1
18.2_87.4,Earthquake,7,1
18.3_76.7,Earthquake,11,1
18.3_83.0,Landslide,8,1
18.3_83.0,Landslide,12,1
18.3_83.1,Landslide,10,1
18.3_83.9,Cyclone,5,1
18.3_83.9,Cyclone,11,3
18.3_83.9,Cyclone,12,1
18.3_84.2,Cyclone,11,1
18.3_84.6,Cyclone,9,1
18.4_73.5,Landslide,3,1
18.4_79.1,Landslide,6,1
18.4_83.3,Cyclone,9,1
18.4_84.2,Cyclone,8,1
18.4_84.6,Cyclone,9,1
18.5_72.8,Cyclone,10,1
18.5_73.2,Landslide,7,1
18.5_73.9,Flood,7,1
18.5_84.5,Cyclone,9,1
18.5_84.5,Cyclone,10,1
18.5_84.6,Cyclone,8,1
18.5_84.6,Cyclone,10,1
18.5_93.6,Cyclone,5,1
18.6_72.9,Cyclone,11,1
18.6_84.5,Cyclone,8,1
18.6_84.6,Cyclone,11,1
18.7_73.5,Landslide,10,1
18.7_75.2,Flood,5,1
18.7_84.7,Cyclone,7,1
18.7_84.8,Cyclone,7,1
18.7_84.8,Cyclone,10,1
18.7_85.2,Cyclone,10,1
18.7_93.6,Cyclone,5,2
18.7_93.7,Cyclone,4,1
18.8_72.1,Cyclone,5,1
18.8_73.3,Landslide,7,2
18.8_73.3,Landslide,8,1
18.8_73.4,Landslide,1,1
18.8_73.4,Landslide,6,3
18.8_73.4,Landslide,11,1
18.8_73.5,Landslide,6,1
18.8_82.8,Landslide,9,1
18.8_82.9,Landslide,9,1
18.8_84.7,Cyclone,8,1
18.8_84.8,Cyclone,8,1
18.8_84.9,Cyclone,6,1
18.8_84.9,Cyclone,11,1
18.8_93.3,Cyclone,5,1
18.8_93.6,Cyclone,11,1
18.9_72.7,Cyclone,5,1
18.9_85.1,Cyclone,9,1
19.0_72.8,Landslide,8,1
19.0_72.9,Landslide,3,1
19.0_72.9,Landslide,6,1
19.0_72.9,Landslide,8,2
19.0_72.9,Landslide,10,2
19.0_73.3,Landslide,6,1
19.0_73.8,Landslide,7,2
19.0_84.8,Cyclone,5,1
19.0_84.8,Cyclone,10,1
19.0_85.0,Cyclone,6,1
19.0_85.0,Cyclone,9,1
19.0_85.7,Cyclone,9,1
19.1_72.8,Landslide,12,1
19.1_72.9,Flood,7,2
19.1_72.9,Landslide,3,1
19.1_72.9,Landslide,6,2
19.1_72.9,Landslide,7,2
19.1_72.9,Landslide,8,1
19.1_73.0,Landslide,6,1
19.1_73.0,Landslide,8,1
19.1_74.7,Flood,5,1
19.1_83.6,Landslide,3,1
19.1_84.1,Landslide,12,1
19.1_84.8,Cyclone,6,1
19.1_85.1,Cyclone,10,2
19.2_72.9,Landslide,6,1
19.2_72.9,Landslide,7,1
19.2_72.9,Landslide,8,1
19.2_73.0,Landslide,6,1
19.2_73.0,Landslide,7,2
19.2_73.0,Landslide,8,2
19.2_73.2,Landslide,8,1
19.2_73.7,Landslide,7,1
19.2_83.4,Flood,5,1
19.2_84.2,Landslide,12,1
19.2_84.9,Cyclone,10,1
19.2_85.2,Cyclone,8,1
19.2_85.3,Cyclone,6,1
19.2_85.3,Cyclone,9,1
19.2_85.6,Cyclone,8,2
19.2_93.5,Cyclone,11,1
19.3_73.1,Landslide,2,1
19.3_73.8,Landslide,2,1
19.3_73.8,Landslide,3,1
19.3_73.8,Landslide,7,1
19.3_73.8,Landslide,10,1
19.3_83.2,Landslide,9,1
19.3_84.8,Cyclone,11,1
19.3_84.9,Cyclone,10,3
19.3_84.9,Cyclone,11,2
19.3_85.0,Cyclone,10,1
19.3_85.2,Cyclone,6,1
19.3_85.2,Cyclone,8,1
19.3_85.2,Cyclone,9,1
19.3_85.3,Cyclone,7,1
19.3_85.3,Cyclone,10,1
19.3_85.5,Cyclone,6,1
19.3_85.7,Cyclone,9,1
19.4_84.6,Landslide,6,1
19.4_85.0,Cyclone,10,1
19.4_85.1,Cyclone,7,1
19.4_85.2,Cyclone,6,2
19.4_85.3,Cyclone,6,1
19.5_72.5,Cyclone,11,1
19.5_72.8,Landslide,9,1
19.5_78.8,Cyclone,10,1
19.5_83.2,Landslide,5,1
19.5_85.3,Cyclone,7,1
19.5_85.5,Cyclone,6,1
19.5_85.5,Cyclone,9,1
19.5_85.7,Cyclone,7,1
19.5_85.9,Cyclone,9,1
19.5_85.9,Cyclone,10,1
19.5_86.0,Cyclone,8,1
19.5_87.0,Cyclone,8,1
19.6_71.9,Cyclone,6,1
19.6_72.6,Cyclone,9,1
19.6_72.9,Landslide,4,1
19.6_83.5,Cyclone,9,1
19.6_85.4,Cyclone,7,1
19.6_85.5,Cyclone,9,1
19.6_85.6,Cyclone,6,1
19.6_85.6,Cyclone,9,1
19.6_85.7,Cyclone,9,2
19.6_85.7,Cyclone,10,1
19.6_85.8,Cyclone,8,2
19.6_86.0,Cyclone,10,1
19.6_86.1,Cyclone,9,1
19.6_86.3,Cyclone,11,1
19.6_92.4,Cyclone,11,1
19.6_92.9,Cyclone,5,1
19.6_93.4,Cyclone,5,1
19.7_73.5,Landslide,7,1
19.7_73.5,Landslide,12,1
19.7_85.6,Cyclone,6,2
19.7_85.7,Cyclone,9,1
19.7_85.8,Cyclone,7,1
19.7_85.8,Cyclone,9,1
19.7_85.9,Cyclone,8,1
19.7_86.0,Cyclone,10,1
19.7_86.1,Cyclone,8,1
19.7_86.1,Cyclone,9,1
19.7_86.2,Cyclone,7,1
19.7_86.3,Cyclone,6,1
19.7_93.0,Cyclone,11,1
19.8_85.7,Cyclone,9,1
19.8_85.8,Cyclone,4,1
19.8_85.8,Cyclone,10,1
19.8_85.9,Cyclone,8,1
19.8_86.2,Cyclone,8,2
19.8_86.2,Cyclone,9,1
19.8_86.2,Cyclone,10,1
19.8_86.3,Cyclone,8,2
19.8_86.3,Cyclone,9,1
19.8_86.5,Cyclone,5,1
19.8_86.5,Cyclone,6,1
19.8_86.5,Cyclone,7,1
19.8_86.6,Cyclone,8,1
19.8_86.6,Cyclone,10,1
19.8_86.7,Cyclone,8,2
19.9_86.0,Cyclone,7,1
19.9_86.1,Cyclone,6,1
19.9_86.2,Cyclone,7,1
19.9_86.2,Cyclone,8,2
19.9_86.3,Cyclone,7,1
19.9_86.3,Cyclone,9,1
19.9_86.5,Cyclone,9,1
19.9_86.6,Cyclone,8,1
19.9_87.0,Cyclone,6,1
19.9_87.3,Cyclone,10,1
19.9_93.3,Cyclone,4,1
20.0_71.8,Cyclone,8,1
20.0_72.7,Cyclone,11,1
20.0_73.8,Flood,7,1
20.0_73.8,Flood,12,1
20.0_73.8,Landslide,11,1
20.0_81.9,Flood,6,1
20.0_86.0,Cyclone,8,1
20.0_86.0,Cyclone,10,1
20.0_86.2,Cyclone,7,1
20.0_86.5,Cyclone,6,1
20.0_86.5,Cyclone,7,2
20.0_86.5,Cyclone,8,1
20.0_86.5,Cyclone,10,1
20.0_86.6,Cyclone,7,1
20.0_86.6,Cyclone,9,1
20.0_86.6,Cyclone,10,1
20.0_87.2,Cyclone,7,1
20.0_92.4,Cyclone,5,2
20.0_92.9,Cyclone,11,1
20.0_93.0,Cyclone,5,1
20.1_80.1,Cyclone,8,1
20.1_86.2,Cyclone,10,1
20.1_86.5,Cyclone,8,1
20.1_86.7,Cyclone,6,1
20.1_86.7,Cyclone,8,1
20.1_86.7,Cyclone,9,1
20.1_86.8,Cyclone,8,1
20.1_86.9,Cyclone,8,1
20.1_86.9,Cyclone,11,1
20.1_87.4,Cyclone,6,1
20.1_92.5,Cyclone,6,1
20.1_92.8,Cyclone,5,1
20.2_73.8,Flood,7,6
20.2_85.6,Flood,7,1
20.2_86.2,Cyclone,10,1
20.2_86.2,Flood,7,1
20.2_86.5,Cyclone,7,1
20.2_86.6,Cyclone,7,1
20.2_86.6,Cyclone,9,2
20.2_86.7,Cyclone,6,1
20.2_86.7,Cyclone,7,1
20.2_86.7,Cyclone,9,2
20.2_86.8,Cyclone,7,1
20.2_86.8,Cyclone,8,1
20.2_86.9,Cyclone,8,2
20.2_86.9,Cyclone,9,1
20.2_86.9,Cyclone,10,1
20.2_87.2,Cyclone,8,1
20.2_87.2,Cyclone,9,1
20.2_87.6,Cyclone,6,1
20.3_70.7,Cyclone,6,1
20.3_85.8,Cyclone,10,2
20.3_86.6,Cyclone,10,2
20.3_86.6,Cyclone,11,1
20.3_86.6,Cyclone,12,1
20.3_86.8,Cyclone,7,3
20.3_86.8,Cyclone,8,1
20.3_86.9,Cyclone,7,1
20.3_86.9,Cyclone,8,1
20.3_87.1,Cyclone,7,1
20.3_87.2,Cyclone,6,1
20.3_87.2,Cyclone,9,1
20.3_87.4,Cyclone,8,1
20.3_87.6,Cyclone,7,1
20.3_91.7,Cyclone,2,1
20.3_91.8,Cyclone,5,1
20.4_70.6,Cyclone,11,1
20.4_70.7,Cyclone,11,1
20.4_78.1,Flood,5,1
20.4_86.8,Cyclone,9,1
20.4_87.0,Cyclone,6,1
20.4_87.0,Cyclone,7,1
20.4_87.0,Cyclone,8,2
20.4_87.1,Cyclone,6,1
20.4_87.1,Cyclone,7,1
20.4_87.2,Cyclone,9,1
20.4_87.4,Cyclone,7,1
20.4_92.5,Cyclone,5,2
20.5_70.5,Cyclone,6,1
20.5_70.6,Cyclone,4,1
20.5_71.0,Cyclone,6,2
20.5_73.2,Landslide,8,1
20.5_84.2,Flood,12,1
20.5_85.9,Cyclone,10,1
20.5_85.9,Flood,7,4
20.5_86.0,Cyclone,8,2
20.5_86.4,Cyclone,10,1
20.5_86.4,Flood,7,2
20.5_86.9,Cyclone,7,1
20.5_86.9,Cyclone,8,2
20.5_87.0,Cyclone,8,2
20.5_87.2,Cyclone,7,1
20.5_87.5,Cyclone,8,1
20.5_88.0,Cyclone,8,1
20.5_92.5,Cyclone,11,1
20.6_70.7,Cyclone,6,1
20.6_71.2,Cyclone,6,1
20.6_71.4,Earthquake,8,1
20.6_71.7,Cyclone,6,1
20.6_82.7,Cyclone,8,1
20.6_87.0,Cyclone,6,1
20.6_87.0,Cyclone,8,1
20.6_87.1,Cyclone,7,1
20.6_87.1,Cyclone,10,2
20.6_87.2,Cyclone,6,1
20.6_87.2,Cyclone,8,1
20.6_87.2,Cyclone,9,1
20.6_87.3,Cyclone,6,1
20.6_87.6,Cyclone,7,1
20.6_91.4,Cyclone,6,1
20.6_92.0,Cyclone,5,1
20.6_92.0,Cyclone,10,1
20.6_93.4,Cyclone,9,1
20.7_70.1,Cyclone,7,1
20.7_71.1,Cyclone,6,1
20.7_71.5,Cyclone,10,1
20.7_71.7,Cyclone,10,1
20.7_83.5,Flood,5,1
20.7_83.5,Flood,7,1
20.7_87.0,Cyclone,7,1
20.7_87.1,Cyclone,7,1
20.7_87.1,Cyclone,8,2
20.7_87.3,Cyclone,8,1
20.7_87.5,Cyclone,7,2
20.7_91.6,Cyclone,10,1
20.7_91.7,Cyclone,5,1
20.7_92.1,Cyclone,5,1
20.7_92.3,Cyclone,8,1
20.8_69.3,Cyclone,6,1
20.8_70.4,Cyclone,7,1
20.8_71.0,Cyclone,9,1
20.8_72.4,Cyclone,6,1
20.8_72.5,Cyclone,10,1
20.8_83.9,Flood,7,2
20.8_84.3,Flood,7,2
20.8_86.3,Flood,7,1
20.8_87.1,Cyclone,9,1
20.8_87.3,Cyclone,8,1
20.8_87.4,Cyclone,9,1
20.8_87.6,Cyclone,9,1
20.8_88.0,Cyclone,8,1
20.9_70.1,Cyclone,6,1
20.9_70.2,Cyclone,10,1
20.9_70.4,Cyclone,6,1
20.9_77.7,Landslide,6,1
20.9_87.0,Cyclone,6,1
20.9_87.0,Cyclone,7,2
20.9_87.0,Cyclone,8,1
20.9_87.1,Cyclone,6,2
20.9_87.2,Cyclone,6,1
20.9_87.2,Cyclone,9,1
20.9_87.3,Cyclone,8,1
20.9_87.5,Cyclone,7,1
20.9_87.5,Cyclone,11,1
20.9_89.3,Cyclone,7,1
20.9_91.5,Cyclone,5,1
20.9_91.5,Cyclone,11,1
20.9_91.9,Cyclone,5,1
21.0_70.3,Cyclone,9,1
21.0_71.8,Cyclone,7,1
21.0_75.8,Flood,7,1
21.0_86.5,Cyclone,10,1
21.0_86.9,Cyclone,7,1
21.0_87.0,Cyclone,7,2
21.0_87.0,Cyclone,8,1
21.0_87.0,Cyclone,9,1
21.0_87.1,Cyclone,9,1
21.0_87.2,Cyclone,8,2
21.0_87.5,Cyclone,9,1
21.0_88.5,Cyclone,6,1
21.0_88.5,Cyclone,10,1
21.0_89.3,Cyclone,10,1
21.0_92.1,Cyclone,6,1
21.0_92.2,Cyclone,7,1
21.0_93.0,Cyclone,10,1
21.1_69.7,Cyclone,10,1
21.1_70.0,Cyclone,6,1
21.1_71.9,Cyclone,6,1
21.1_86.9,Cyclone,7,1
21.1_86.9,Cyclone,10,1
21.1_87.0,Cyclone,6,1
21.1_87.0,Cyclone,7,1
21.1_87.0,Cyclone,9,2
21.1_87.1,Cyclone,7,1
21.1_88.7,Cyclone,11,1
21.1_89.0,Cyclone,7,1
21.1_90.1,Cyclone,10,1
21.1_90.4,Cyclone,10,1
21.1_92.0,Cyclone,5,1
21.1_92.1,Cyclone,12,1
21.2_69.9,Cyclone,6,1
21.2_70.1,Cyclone,5,1
21.2_70.5,Earthquake,10,1
21.2_70.7,Earthquake,11,1
21.2_70.9,Earthquake,11,1
21.2_72.8,Cyclone,11,1
21.2_72.8,Flood,7,4
21.2_86.8,Cyclone,7,1
21.2_86.9,Cyclone,8,2
21.2_86.9,Cyclone,9,1
21.2_87.1,Cyclone,7,2
21.2_87.1,Cyclone,8,1
21.2_87.2,Cyclone,9,1
21.2_87.3,Cyclone,9,2
21.2_87.4,Cyclone,7,1
21.2_87.6,Cyclone,7,1
21.2_87.8,Cyclone,9,1
21.2_87.9,Cyclone,8,1
21.2_88.0,Cyclone,8,1
21.2_88.3,Cyclone,10,1
21.2_88.4,Cyclone,5,1
21.2_88.8,Cyclone,11,1
21.2_90.0,Cyclone,6,1
21.2_90.2,Cyclone,5,1
21.2_91.4,Cyclone,11,1
21.2_92.0,Cyclone,10,1
21.2_92.2,Cyclone,10,1
21.3_86.5,Cyclone,9,1
21.3_87.0,Cyclone,6,1
21.3_87.0,Cyclone,7,1
21.3_87.0,Cyclone,8,1
21.3_87.1,Cyclone,7,3
21.3_87.3,Cyclone,5,1
21.3_87.3,Cyclone,8,2
21.3_87.5,Cyclone,8,1
21.3_87.8,Cyclone,8,1
21.3_87.8,Cyclone,9,2
21.3_88.4,Cyclone,8,1
21.3_88.6,Cyclone,8,1
21.3_88.7,Cyclone,10,1
21.3_88.9,Cyclone,9,1
21.3_89.2,Cyclone,8,1
21.3_91.9,Cyclone,10,1
21.3_91.9,Cyclone,11,2
21.4_69.4,Cyclone,6,1
21.4_71.6,Earthquake,7,1
21.4_72.4,Cyclone,10,1
21.4_87.0,Cyclone,8,1
21.4_87.1,Cyclone,7,1
21.4_87.2,Cyclone,7,1
21.4_87.3,Cyclone,6,1
21.4_87.3,Cyclone,7,1
21.4_87.4,Cyclone,11,1
21.4_87.5,Cyclone,9,1
21.4_87.6,Cyclone,6,1
21.4_87.6,Cyclone,8,2
21.4_87.7,Cyclone,9,1
21.4_87.8,Cyclone,8,1
21.4_87.9,Cyclone,10,1
21.4_88.1,Cyclone,9,1
21.4_88.3,Cyclone,6,2
21.4_88.5,Cyclone,7,1
21.4_88.5,Cyclone,8,2
21.4_88.5,Cyclone,9,2
21.4_88.6,Cyclone,8,1
21.4_88.7,Cyclone,5,1
21.4_88.7,Cyclone,6,1
21.4_88.8,Cyclone,9,1
21.4_88.9,Cyclone,6,1
21.4_88.9,Cyclone,8,1
21.4_88.9,Cyclone,10,1
21.4_89.0,Cyclone,9,1
21.4_89.0,Cyclone,10,1
21.4_89.2,Cyclone,9,1
21.4_89.4,Cyclone,8,1
21.4_91.9,Cyclone,6,1
21.5_69.0,Cyclone,6,1
21.5_69.0,Cyclone,9,1
21.5_69.6,Cyclone,7,1
21.5_70.2,Cyclone,7,1
21.5_70.5,Cyclone,6,1
21.5_71.1,Earthquake,8,1
21.5_73.0,Earthquake,11,1
21.5_83.9,Landslide,9,1
21.5_84.0,Flood,7,1
21.5_85.2,Cyclone,7,1
21.5_86.0,Cyclone,9,1
21.5_86.9,Flood,5,1
21.5_86.9,Flood,7,1
21.5_87.0,Cyclone,8,1
21.5_87.1,Cyclone,8,1
21.5_87.2,Cyclone,7,1
21.5_87.2,Cyclone,8,2
21.5_87.4,Cyclone,8,2
21.5_87.5,Cyclone,6,1
21.5_87.5,Cyclone,7,5
21.5_87.5,Cyclone,8,3
21.5_87.5,Cyclone,9,2
21.5_87.5,Cyclone,10,1
21.5_87.6,Cyclone,6,1
21.5_87.6,Cyclone,7,1
21.5_87.7,Cyclone,8,1
21.5_87.7,Cyclone,9,2
21.5_87.8,Cyclone,9,1
21.5_87.9,Cyclone,7,1
21.5_87.9,Cyclone,12,1
21.5_88.0,Cyclone,5,1
21.5_88.0,Cyclone,6,4
21.5_88.0,Cyclone,8,1
21.5_88.1,Cyclone,9,1
21.5_88.2,Cyclone,6,1
21.5_88.2,Cyclone,8,1
21.5_88.2,Cyclone,10,1
21.5_88.3,Cyclone,6,1
21.5_88.4,Cyclone,6,1
21.5_88.4,Cyclone,8,1
21.5_88.4,Cyclone,9,1
21.5_88.4,Cyclone,11,1
21.5_88.5,Cyclone,6,3
21.5_88.5,Cyclone,7,3
21.5_88.5,Cyclone,8,2
21.5_88.5,Cyclone,9,2
21.5_88.5,Cyclone,10,1
21.5_88.8,Cyclone,6,1
21.5_88.9,Cyclone,6,1
21.5_88.9,Cyclone,7,3
21.5_88.9,Cyclone,8,1
21.5_89.0,Cyclone,5,1
21.5_89.0,Cyclone,6,1
21.5_89.0,Cyclone,8,1
21.5_89.1,Cyclone,7,1
21.5_89.1,Cyclone,9,1
21.5_89.2,Cyclone,9,1
21.5_89.3,Cyclone,5,1
21.5_89.3,Cyclone,6,2
21.5_89.3,Cyclone,9,1
21.5_89.5,Cyclone,6,3
21.5_89.5,Cyclone,8,1
21.5_89.5,Cyclone,9,1
21.5_89.6,Cyclone,5,1
21.5_89.7,Cyclone,10,1
21.5_90.1,Cyclone,10,1
21.5_90.3,Cyclone,11,1
21.5_91.7,Cyclone,5,1
21.5_91.8,Cyclone,11,1
21.5_91.8,Cyclone,12,1
21.6_69.6,Cyclone,5,1
21.6_69.6,Cyclone,10,1
21.6_71.2,Flood,6,1
21.6_71.2,Flood,7,1
21.6_75.3,Earthquake,1,1
21.6_87.4,Cyclone,6,1
21.6_87.5,Cyclone,7,3
21.6_87.5,Cyclone,10,1
21.6_87.6,Cyclone,7,2
21.6_87.6,Cyclone,8,1
21.6_87.6,Cyclone,9,1
21.6_87.7,Cyclone,6,1
21.6_87.7,Cyclone,7,3
21.6_87.7,Cyclone,8,2
21.6_87.7,Cyclone,9,1
21.6_87.7,Cyclone,10,1
21.6_87.8,Cyclone,6,1
21.6_87.8,Cyclone,8,2
21.6_87.9,Cyclone,6,1
21.6_87.9,Cyclone,7,1
21.6_87.9,Cyclone,8,1
21.6_88.0,Cyclone,5,1
21.6_88.0,Cyclone,7,1
21.6_88.0,Cyclone,8,1
21.6_88.0,Cyclone,9,1
21.6_88.0,Cyclone,11,1
21.6_88.1,Cyclone,5,1
21.6_88.1,Cyclone,9,1
21.6_88.1,Cyclone,11,1
21.6_88.2,Cyclone,5,1
21.6_88.3,Cyclone,7,1
21.6_88.5,Cyclone,5,1
21.6_88.6,Cyclone,5,1
21.6_88.7,Cyclone,10,1
21.6_88.8,Cyclone,10,1
21.6_88.9,Cyclone,7,1
21.6_89.1,Cyclone,9,1
21.6_89.2,Cyclone,7,1
21.6_89.2,Cyclone,8,1
21.6_89.3,Cyclone,12,1
21.6_89.4,Cyclone,10,1
21.6_89.5,Cyclone,8,2
21.6_89.6,Cyclone,11,1
21.6_89.8,Cyclone,5,1
21.6_90.1,Cyclone,7,1
21.6_90.2,Cyclone,11,1
21.6_90.4,Cyclone,8,1
21.6_90.4,Cyclone,11,1
21.6_91.6,Cyclone,10,1
21.7_69.4,Cyclone,10,1
21.7_73.0,Flood,7,2
21.7_74.2,Landslide,9,1
21.7_84.6,Earthquake,3,1
21.7_88.0,Cyclone,6,1
21.7_88.1,Cyclone,5,1
21.7_88.5,Cyclone,11,1
21.7_88.6,Cyclone,7,1
21.7_89.3,Cyclone,6,1
21.7_89.3,Cyclone,7,1
21.7_89.5,Cyclone,11,1
21.7_89.8,Cyclone,10,1
21.7_89.9,Cyclone,6,1
21.7_90.0,Cyclone,8,1
21.7_90.4,Cyclone,10,1
21.7_91.5,Cyclone,5,1
21.7_91.8,Cyclone,12,1
21.8_68.3,Cyclone,6,1
21.8_72.2,Cyclone,9,1
21.8_75.6,Landslide,7,1
21.8_83.9,Landslide,10,1
21.8_85.3,Earthquake,6,1
21.8_87.4,Cyclone,8,1
21.8_87.8,Cyclone,7,1
21.8_88.0,Cyclone,10,1
21.8_88.1,Cyclone,6,1
21.8_88.1,Cyclone,9,1
21.8_88.5,Cyclone,9,1
21.8_88.6,Cyclone,9,1
21.8_89.6,Cyclone,6,1
21.8_89.7,Cyclone,11,1
21.8_89.9,Cyclone,6,1
21.8_89.9,Cyclone,10,1
21.8_90.0,Cyclone,8,1
21.8_90.3,Cyclone,10,1
21.9_87.7,Cyclone,8,1
21.9_89.0,Cyclone,8,1
21.9_89.1,Cyclone,9,1
21.9_89.3,Cyclone,8,2
21.9_90.4,Cyclone,8,1
21.9_90.6,Cyclone,5,1
21.9_90.7,Cyclone,6,1
21.9_91.5,Cyclone,10,1
21.9_91.6,Cyclone,5,1
21.9_91.7,Cyclone,6,1
21.9_91.8,Cyclone,4,1
21.9_91.8,Cyclone,6,2
22.0_70.0,Cyclone,8,1
22.0_74.9,Flood,8,1
22.0_80.1,Cyclone,9,1
22.0_85.0,Cyclone,7,1
22.0_86.8,Cyclone,7,1
22.0_87.0,Cyclone,7,1
22.0_87.5,Cyclone,8,1
22.0_88.2,Cyclone,8,1
22.0_88.5,Cyclone,8,1
22.0_88.6,Cyclone,7,1
22.0_88.6,Earthquake,6,1
22.0_88.7,Flood,7,1
22.0_88.8,Cyclone,9,1
22.0_88.9,Cyclone,5,1
22.0_89.0,Cyclone,6,1
22.0_89.0,Cyclone,8,1
22.0_90.1,Cyclone,7,1
22.0_90.4,Cyclone,8,1
22.0_90.5,Cyclone,5,1
22.0_90.9,Cyclone,5,1
22.0_91.4,Cyclone,11,1
22.0_91.4,Cyclone,12,1
22.0_91.5,Cyclone,9,1
22.0_91.6,Cyclone,4,1
22.1_68.1,Cyclone,6,1
22.1_68.6,Cyclone,11,1
22.1_78.9,Landslide,7,1
22.1_85.7,Cyclone,9,1
22.1_91.0,Cyclone,7,1
22.1_91.4,Cyclone,11,1
22.1_91.5,Cyclone,10,1
22.1_91.6,Cyclone,5,1
22.1_92.7,Earthquake,1,1
22.1_92.8,Earthquake,1,1
22.1_92.8,Earthquake,2,1
22.1_93.2,Earthquake,5,1
22.1_93.4,Earthquake,11,1
22.2_69.3,Cyclone,7,1
22.2_77.7,Earthquake,1,1
22.2_83.9,Earthquake,6,1
22.2_88.0,Cyclone,7,1
22.2_88.1,Cyclone,9,1
22.2_89.0,Cyclone,8,1
22.2_91.4,Cyclone,10,2
22.2_91.5,Cyclone,11,1
22.2_92.7,Earthquake,11,1
22.2_93.0,Earthquake,10,1
22.2_93.1,Earthquake,3,1
22.2_93.2,Earthquake,9,1
22.3_69.7,Cyclone,6,1
22.3_73.2,Flood,7,3
22.3_87.2,Cyclone,7,1
22.3_87.3,Cyclone,9,1
22.3_88.3,Flood,8,1
22.3_88.6,Cyclone,5,1
22.3_88.9,Cyclone,7,1
22.3_91.0,Cyclone,6,1
22.3_91.0,Cyclone,9,1
22.3_91.3,Cyclone,11,1
22.3_91.5,Cyclone,6,1
22.3_92.8,Earthquake,12,1
22.4_68.6,Cyclone,10,1
22.4_70.5,Earthquake,4,1
22.4_85.9,Earthquake,3,1
22.4_87.3,Cyclone,12,1
22.4_87.3,Flood,7,2
22.4_87.3,Flood,8,1
22.4_91.0,Cyclone,10,1
22.4_91.1,Cyclone,6,1
22.4_91.2,Cyclone,10,1
22.4_93.0,Earthquake,10,1
22.4_93.1,Earthquake,12,1
22.5_78.0,Earthquake,3,1
